DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
06/06/2016,20:00,,,,,,36 STREET,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3457090,PASSENGER VEHICLE,,,,
06/06/2016,20:00,,,40.7676137,-73.9499947,"(40.7676137, -73.9499947)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,3456772,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
06/06/2016,20:00,QUEENS,11377,40.7444397,-73.9096775,"(40.7444397, -73.9096775)",,,43-07 55 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457300,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,20:00,QUEENS,11368,40.7547026,-73.8453979,"(40.7547026, -73.8453979)",,,123-01 ROOSEVELT AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457346,PASSENGER VEHICLE,OTHER,,,
06/06/2016,20:00,BROOKLYN,11220,40.6388991,-74.0167691,"(40.6388991, -74.0167691)",5 AVENUE,61 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457850,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,20:00,BROOKLYN,11209,40.627971,-74.0232581,"(40.627971, -74.0232581)",5 AVENUE,77 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457814,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,20:00,BRONX,10473,40.8096186,-73.8532248,"(40.8096186, -73.8532248)",GILDERSLEEVE AVENUE,STEPHENS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3474846,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,1:45,,,,,,MERRIAM AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3455962,PASSENGER VEHICLE,,,,
06/06/2016,1:42,BROOKLYN,11207,40.6598331,-73.8975988,"(40.6598331, -73.8975988)",NEW LOTS AVENUE,HINSDALE STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3457105,PASSENGER VEHICLE,BICYCLE,,,
06/06/2016,1:30,QUEENS,11385,40.7028111,-73.907689,"(40.7028111, -73.907689)",SENECA AVENUE,PALMETTO STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3456490,PASSENGER VEHICLE,,,,
06/06/2016,1:28,BROOKLYN,11210,40.6323961,-73.9456914,"(40.6323961, -73.9456914)",,,782 EAST 32 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3456205,PASSENGER VEHICLE,OTHER,,,
06/06/2016,1:09,,,40.6962976,-73.9771476,"(40.6962976, -73.9771476)",,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3457195,PASSENGER VEHICLE,,,,
06/06/2016,1:00,,,40.6916827,-73.9993335,"(40.6916827, -73.9993335)",,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3461409,PASSENGER VEHICLE,,,,
06/06/2016,19:56,QUEENS,11414,40.6487035,-73.8402128,"(40.6487035, -73.8402128)",165 AVENUE,90 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3457272,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,19:55,QUEENS,11103,40.7658552,-73.9145003,"(40.7658552, -73.9145003)",28 AVENUE,38 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457399,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,19:50,MANHATTAN,10014,40.7311545,-74.0089265,"(40.7311545, -74.0089265)",WASHINGTON STREET,MORTON STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3456711,BICYCLE,PASSENGER VEHICLE,,,
06/06/2016,19:45,,,,,,METROPOLITAN AVENUE,UNION TURNPIKE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3462429,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,19:45,MANHATTAN,10024,40.7833397,-73.9707584,"(40.7833397, -73.9707584)",WEST 83 STREET,CENTRAL PARK WEST,,1,0,1,0,0,0,0,0,Unspecified,,,,,3457553,PASSENGER VEHICLE,,,,
06/06/2016,19:45,BROOKLYN,11225,40.664083,-73.9481671,"(40.664083, -73.9481671)",NEW YORK AVENUE,EMPIRE BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457043,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,19:42,MANHATTAN,10034,40.8672579,-73.9293418,"(40.8672579, -73.9293418)",HENSHAW STREET,DYCKMAN STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,3457628,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
06/06/2016,19:42,MANHATTAN,10034,40.8672579,-73.9293418,"(40.8672579, -73.9293418)",HENSHAW STREET,DYCKMAN STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457623,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,19:40,,,,,,KISSENA BOULEVARD,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457321,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,19:40,,,40.728233,-73.8331189,"(40.728233, -73.8331189)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457369,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
06/06/2016,19:33,BRONX,10454,40.8036775,-73.9220804,"(40.8036775, -73.9220804)",EAST 132 STREET,BROOK AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3456811,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,19:32,BROOKLYN,11213,40.6662772,-73.9341398,"(40.6662772, -73.9341398)",SCHENECTADY AVENUE,CARROLL STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3457042,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,19:30,QUEENS,11377,40.7492988,-73.8975767,"(40.7492988, -73.8975767)",BROADWAY,65 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3457289,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,19:30,QUEENS,11364,40.7387326,-73.7572959,"(40.7387326, -73.7572959)",75 AVENUE,BELL BOULEVARD,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,3457358,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/06/2016,19:30,MANHATTAN,10007,40.7113923,-74.0085993,"(40.7113923, -74.0085993)",BROADWAY,VESEY STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3457492,PASSENGER VEHICLE,BICYCLE,,,
06/06/2016,19:30,,,,,,UTOPIA PARKWAY,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457322,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,19:30,,,,,,LORIMER STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458686,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,19:30,QUEENS,11434,40.6866276,-73.7743424,"(40.6866276, -73.7743424)",,,118-02 MERRICK BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457384,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,19:30,QUEENS,11385,40.706755,-73.9143597,"(40.706755, -73.9143597)",STANHOPE STREET,SENECA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457254,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,19:30,BROOKLYN,11233,40.6768131,-73.9192363,"(40.6768131, -73.9192363)",ATLANTIC AVENUE,HOWARD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459378,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,19:30,BRONX,10460,40.8436931,-73.8681379,"(40.8436931, -73.8681379)",,,1753 FILLMORE STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457728,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,19:20,BRONX,10459,40.820189,-73.8906752,"(40.820189, -73.8906752)",BRUCKNER BOULEVARD,HUNTS POINT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457649,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,19:15,,,,,,DRUMGOOLE ROAD EAST,WAINWRIGHT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458225,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,19:12,BRONX,10463,40.884011,-73.9125184,"(40.884011, -73.9125184)",ARLINGTON AVENUE,WEST 232 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3456886,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/06/2016,19:12,BRONX,10463,40.8824264,-73.8980732,"(40.8824264, -73.8980732)",,,3507 FORT INDEPENDENCE STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3462053,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,19:12,BRONX,10457,40.8449355,-73.8938116,"(40.8449355, -73.8938116)",,,1876 ARTHUR AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3456878,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,19:10,,,,,,CROSS ISLAND PKWY,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,3457265,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/06/2016,19:10,,,,,,VANDERBILT AVENUE,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3457147,PASSENGER VEHICLE,BICYCLE,,,
06/06/2016,19:09,MANHATTAN,10025,40.7953613,-73.9694168,"(40.7953613, -73.9694168)",AMSTERDAM AVENUE,WEST 98 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457584,PASSENGER VEHICLE,BICYCLE,,,
06/06/2016,19:06,,,,,,3 AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3456728,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,19:05,,,,,,KNAPP STREET,SHORE PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459747,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,19:03,BROOKLYN,11238,40.6700984,-73.9673582,"(40.6700984, -73.9673582)",,,420 FLATBUSH AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457161,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,19:00,,,,,,ROCHESTER AVENUE,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,,3464564,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,19:00,,,,,,MYRTLE AVENUE,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3457252,PASSENGER VEHICLE,,,,
06/06/2016,19:00,,,,,,JEFFERSON BOULEVARD,BELFIELD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457486,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,19:00,,,,,,DELANCEY STREET,DELANCEY STREET PITT STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3456719,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,19:00,BRONX,10470,40.9012788,-73.8650683,"(40.9012788, -73.8650683)",,,402 EAST 240 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3456868,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,18:55,QUEENS,11105,40.7813996,-73.9086705,"(40.7813996, -73.9086705)",20 AVENUE,27 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457396,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,18:53,BROOKLYN,11215,40.6767719,-73.9855071,"(40.6767719, -73.9855071)",CARROLL STREET,WHITWELL PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457160,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,18:50,,,,,,23 STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460942,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,18:50,STATEN ISLAND,10310,40.6265752,-74.1266058,"(40.6265752, -74.1266058)",,,160 GREENLEAF AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458182,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,18:48,BROOKLYN,11225,40.6644219,-73.950982,"(40.6644219, -73.950982)",,,985 NOSTRAND AVENUE,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3457041,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,18:45,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3456852,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,18:45,,,40.728233,-73.8331189,"(40.728233, -73.8331189)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457368,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,18:45,QUEENS,11385,40.7126973,-73.9005944,"(40.7126973, -73.9005944)",METROPOLITAN AVENUE,FRESH POND ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457253,PASSENGER VEHICLE,,,,
06/06/2016,18:30,BROOKLYN,11203,40.6561635,-73.9308665,"(40.6561635, -73.9308665)",,,702 UTICA AVENUE,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3457017,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,18:30,,,,,,,,NORTHERN BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457394,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,18:30,,,40.634817,-73.8809368,"(40.634817, -73.8809368)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457026,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,18:30,BROOKLYN,11237,40.6996967,-73.9239367,"(40.6996967, -73.9239367)",,,179 WILSON AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457178,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,18:27,BROOKLYN,11235,40.5779081,-73.9435362,"(40.5779081, -73.9435362)",ORIENTAL BOULEVARD,IRWIN STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457779,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,18:26,BROOKLYN,11207,40.6635985,-73.8910797,"(40.6635985, -73.8910797)",,,668 RIVERDALE AVENUE,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3457877,PASSENGER VEHICLE,BICYCLE,,,
06/06/2016,18:25,MANHATTAN,10022,40.7578088,-73.9735237,"(40.7578088, -73.9735237)",PARK AVENUE,EAST 51 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458318,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,18:23,MANHATTAN,10032,40.8373693,-73.9469841,"(40.8373693, -73.9469841)",WEST 160 STREET,RIVERSIDE DRIVE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3456794,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,18:23,MANHATTAN,10032,40.8373693,-73.9469841,"(40.8373693, -73.9469841)",RIVERSIDE DRIVE,WEST 160 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458433,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,18:20,,,,,,CITY ISLAND ROAD,SHORE ROAD,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3457687,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,18:15,,,,,,BUSHWICK AVE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3466019,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,18:15,BRONX,10467,40.8595772,-73.8662194,"(40.8595772, -73.8662194)",,,730 ASTOR AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460458,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,18:10,BROOKLYN,11204,40.6178219,-73.9833551,"(40.6178219, -73.9833551)",,,2025 62 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457788,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,18:05,BROOKLYN,11229,40.610949,-73.9536001,"(40.610949, -73.9536001)",OCEAN AVENUE,AVENUE P,,1,0,1,0,0,0,0,0,Unspecified,,,,,3457837,PASSENGER VEHICLE,,,,
06/06/2016,18:05,,,40.672888,-73.9992169,"(40.672888, -73.9992169)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457135,PASSENGER VEHICLE,,,,
06/06/2016,18:00,QUEENS,11004,40.7532395,-73.706889,"(40.7532395, -73.706889)",270 STREET,76 AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3457264,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,18:00,,,,,,QUEENS BOROUGH BRIDGE,VERNON BLVD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457290,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,18:00,,,,,,MAPLE AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457319,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,18:00,,,,,,3 AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457158,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,18:00,,,,,,,HARLEM RIVER DRIVE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457615,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,18:00,,,40.739936,-73.8457774,"(40.739936, -73.8457774)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457345,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,18:00,,,40.6965588,-73.9809032,"(40.6965588, -73.9809032)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457194,PASSENGER VEHICLE,,,,
06/06/2016,18:00,STATEN ISLAND,10306,40.5747313,-74.1291461,"(40.5747313, -74.1291461)",RICHMOND ROAD,RIEDEL AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458212,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,18:00,MANHATTAN,10027,40.8114771,-73.9502162,"(40.8114771, -73.9502162)",8 AVENUE,WEST 127 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3468671,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,18:00,MANHATTAN,10017,40.7566073,-73.976502,"(40.7566073, -73.976502)",MADISON AVENUE,EAST 48 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458317,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,17:59,BROOKLYN,11208,40.6728064,-73.8716266,"(40.6728064, -73.8716266)",,,1260 SUTTER AVENUE,1,0,1,0,0,0,0,0,Unspecified,,,,,3457878,PASSENGER VEHICLE,,,,
06/06/2016,17:55,MANHATTAN,10024,40.7884202,-73.9707634,"(40.7884202, -73.9707634)",WEST 89 STREET,COLUMBUS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457586,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,17:55,BROOKLYN,11222,40.7235151,-73.9364427,"(40.7235151, -73.9364427)",,,60 ANTHONY STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457213,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,17:52,BROOKLYN,11236,40.6480692,-73.897833,"(40.6480692, -73.897833)",EAST 103 STREET,GLENWOOD ROAD,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3457028,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,17:52,,,40.8994502,-73.8614686,"(40.8994502, -73.8614686)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3456861,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,17:50,,,,,,GRAND CENTRAL PARKWAY,JEWEL AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458133,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,17:50,,,40.8380117,-73.8732802,"(40.8380117, -73.8732802)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3456877,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,17:50,BROOKLYN,11238,40.6759273,-73.9560676,"(40.6759273, -73.9560676)",FRANKLIN AVENUE,SAINT MARKS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458613,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,17:15,STATEN ISLAND,10306,40.5704668,-74.1097619,"(40.5704668, -74.1097619)",NEW DORP LANE,HYLAN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457476,PASSENGER VEHICLE,VAN,,,
06/06/2016,17:15,BROOKLYN,11237,40.6998365,-73.9158364,"(40.6998365, -73.9158364)",,,262 IRVING AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458632,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,17:10,QUEENS,11694,40.5858804,-73.8231933,"(40.5858804, -73.8231933)",BEACH CHANNEL DRIVE,BEACH 101 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459829,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,17:06,BROOKLYN,11217,,,,ATLANTIC AVENUE,NEVINS STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457183,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,17:05,,,,,,,,GRAND CENTRAL PARKWAY,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3458060,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,17:00,,,,,,OCEAN PARKWAY,CHURCH AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3456962,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,17:00,,,,,,LINDEN BOULEVARD,ALABAMA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457873,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,17:00,,,40.6601526,-73.8533247,"(40.6601526, -73.8533247)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457271,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,17:00,STATEN ISLAND,10312,40.5521161,-74.1907334,"(40.5521161, -74.1907334)",ARDEN AVENUE,ROLLING HILL GREEN,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458224,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,17:00,QUEENS,11434,40.6710291,-73.7858696,"(40.6710291, -73.7858696)",,,151-000 132 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,3457381,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
06/06/2016,17:00,QUEENS,11432,40.7059076,-73.7937141,"(40.7059076, -73.7937141)",,,166-30 JAMAICA AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457241,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,17:00,QUEENS,11374,40.7117373,-73.8591143,"(40.7117373, -73.8591143)",,,90-30 METROPOLITAN AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457366,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,17:00,QUEENS,11368,40.756423,-73.8693466,"(40.756423, -73.8693466)",,,33-29 99 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459643,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,17:00,QUEENS,11106,40.7671957,-73.9375851,"(40.7671957, -73.9375851)",,,32-50 VERNON BLVD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457393,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,17:00,MANHATTAN,10035,40.7956337,-73.9324083,"(40.7956337, -73.9324083)",,,517 EAST 117 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457597,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
06/06/2016,17:00,BROOKLYN,11234,40.6139467,-73.9422163,"(40.6139467, -73.9422163)",EAST 31 STREET,AVENUE P,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3456950,PASSENGER VEHICLE,,,,
06/06/2016,17:00,BROOKLYN,11232,40.6588768,-74.0029374,"(40.6588768, -74.0029374)",3 AVENUE,30 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457086,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,17:00,BROOKLYN,11229,40.610949,-73.9536001,"(40.610949, -73.9536001)",OCEAN AVENUE,AVENUE P,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457827,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,17:00,BROOKLYN,11208,40.6695742,-73.8777754,"(40.6695742, -73.8777754)",,,370 ATKINS AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457876,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,16:58,,,,,,FINDLAY AVENUE,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3457667,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,16:56,MANHATTAN,10025,40.7935573,-73.967016,"(40.7935573, -73.967016)",WEST 97 STREET,COLUMBUS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457585,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
