DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
06/02/2016,13:06,QUEENS,11432,,,,,,175-62    HILLSIDE AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454655,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,13:00,,,,,,SUTTER AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3470702,PICK-UP TRUCK,PASSENGER VEHICLE,,,
06/02/2016,13:00,,,40.812866,-73.9345701,"(40.812866, -73.9345701)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458387,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,13:00,QUEENS,11418,40.7056296,-73.8378473,"(40.7056296, -73.8378473)",PARK LANE SOUTH,MAYFAIR ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3453830,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,13:00,BROOKLYN,11233,40.678278,-73.9107549,"(40.678278, -73.9107549)",ROCKAWAY AVENUE,FULTON STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3484692,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,13:00,BROOKLYN,11215,40.6677245,-73.9808698,"(40.6677245, -73.9808698)",,,301 7TH AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459393,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
06/02/2016,12:55,,,,,,LASALLE STREET,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3457608,PASSENGER VEHICLE,,,,
06/02/2016,12:55,MANHATTAN,10032,40.8353094,-73.9439682,"(40.8353094, -73.9439682)",WEST 159 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3455834,PICK-UP TRUCK,PASSENGER VEHICLE,,,
06/02/2016,12:54,MANHATTAN,10019,40.7652528,-73.9950868,"(40.7652528, -73.9950868)",11 AVENUE,WEST 49 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3455698,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,12:50,QUEENS,11369,40.7600464,-73.8824031,"(40.7600464, -73.8824031)",,,30-66 86 STREET,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3454197,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,12:50,,,40.7626784,-73.9543321,"(40.7626784, -73.9543321)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3454364,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/02/2016,12:50,QUEENS,11432,40.7072885,-73.789295,"(40.7072885, -73.789295)",,,170-22 JAMAICA AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3453858,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,12:47,,,,,,E/B PARK AVENUE,CLASSON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454620,PASSENGER VEHICLE,,,,
06/02/2016,12:45,MANHATTAN,10001,40.7507879,-74.0056304,"(40.7507879, -74.0056304)",11 AVENUE,WEST 26 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3455271,SMALL COM VEH(4 TIRES),VAN,,,
06/02/2016,12:40,,,,,,,,139-22 140 AVE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458143,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,12:40,BROOKLYN,11213,40.6660773,-73.9303408,"(40.6660773, -73.9303408)",,,1689 CARROLL STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457036,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,12:36,QUEENS,11385,40.7025952,-73.8552926,"(40.7025952, -73.8552926)",MYRTLE AVENUE,WOODHAVEN BLVD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454669,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,12:36,BRONX,10455,40.8173714,-73.9113813,"(40.8173714, -73.9113813)",SAINT ANNS AVENUE,RAE STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3455876,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,12:35,BRONX,10461,40.8411791,-73.8460896,"(40.8411791, -73.8460896)",GLEBE AVENUE,OVERING STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3464248,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,12:30,,,,,,JAY STREET,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3453730,PASSENGER VEHICLE,BICYCLE,,,
06/02/2016,12:30,,,,,,MAIN STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454778,VAN,,,,
06/02/2016,12:30,,,40.6874245,-73.9997119,"(40.6874245, -73.9997119)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454592,PASSENGER VEHICLE,,,,
06/02/2016,12:30,STATEN ISLAND,10310,40.6311688,-74.127598,"(40.6311688, -74.127598)",GREENLEAF AVENUE,POST AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3457421,PASSENGER VEHICLE,,,,
06/02/2016,12:30,BROOKLYN,11226,40.6489168,-73.958363,"(40.6489168, -73.958363)",,,928 FLATBUSH AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454551,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,12:25,MANHATTAN,10000,40.7690154,-73.9728658,"(40.7690154, -73.9728658)",TRANSVERSE ROAD NUMBER ONE,EAST DRIVE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3454379,LARGE COM VEH(6 OR MORE TIRES),BICYCLE,,,
06/02/2016,12:25,,,,,,,,3 AVE E 60 ST,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454367,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,12:25,MANHATTAN,10007,40.7119934,-74.0081015,"(40.7119934, -74.0081015)",BARCLAY STREET,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454287,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,12:20,BROOKLYN,11203,40.6443119,-73.9315382,"(40.6443119, -73.9315382)",EAST 48 STREET,CLARENDON ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3456989,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,12:15,MANHATTAN,10025,40.7896743,-73.9698492,"(40.7896743, -73.9698492)",WEST 91 STREET,COLUMBUS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454390,PASSENGER VEHICLE,,,,
06/02/2016,12:10,,,,,,HOME LAWN STREET,GRAND CENTRAL PARKWAY,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3454737,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,12:10,STATEN ISLAND,10310,40.6357327,-74.1067455,"(40.6357327, -74.1067455)",SOUTH SAINT AUSTINS PLACE,BARD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457427,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,12:06,BROOKLYN,11212,40.6576745,-73.9057475,"(40.6576745, -73.9057475)",,,572       OSBORN STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3532995,PICK-UP TRUCK,PASSENGER VEHICLE,,,
06/02/2016,12:05,,,,,,PORTAGE AVENUE,SUFFOLK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454851,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,12:00,BROOKLYN,11215,40.6703577,-73.9887132,"(40.6703577, -73.9887132)",9 STREET,4 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3456321,PASSENGER VEHICLE,,,,
06/02/2016,12:00,,,,,,WEST 74 STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454375,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,12:00,,,,,,SOUTH AVENUE,FOREST AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454854,PASSENGER VEHICLE,,,,
06/02/2016,12:00,,,,,,QUEENS BOULEVARD,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454769,PASSENGER VEHICLE,,,,
06/02/2016,12:00,,,,,,COLLEGE POINT BOULEVARD,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454045,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,12:00,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454736,PASSENGER VEHICLE,,,,
06/02/2016,12:00,,,40.6794414,-73.8971296,"(40.6794414, -73.8971296)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457104,OTHER,PASSENGER VEHICLE,,,
06/02/2016,12:00,QUEENS,11355,40.7531728,-73.8219191,"(40.7531728, -73.8219191)",ELDER AVENUE,KISSENA BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454046,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,12:00,BROOKLYN,11214,40.5943138,-73.9951606,"(40.5943138, -73.9951606)",,,2377 CROPSEY AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454976,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,12:00,BROOKLYN,11209,40.6279356,-74.0331183,"(40.6279356, -74.0331183)",,,182 81 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454522,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,12:00,BRONX,10469,40.871814,-73.8555499,"(40.871814, -73.8555499)",LACONIA AVENUE,BOSTON ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3455996,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,11:55,QUEENS,11361,40.7616851,-73.7603059,"(40.7616851, -73.7603059)",NORTHERN BOULEVARD,221 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454113,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,11:50,,,,,,2 AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454342,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,11:50,MANHATTAN,10029,40.7944657,-73.939629,"(40.7944657, -73.939629)",EAST 112 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3455324,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,11:48,,,,,,6 AVENUE,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3457165,BICYCLE,OTHER,,,
06/02/2016,11:45,QUEENS,11101,40.7452378,-73.9376959,"(40.7452378, -73.9376959)",THOMSON AVENUE,SKILLMAN AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3454766,PASSENGER VEHICLE,BICYCLE,,,
06/02/2016,11:45,,,,,,CANAL STREET,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3456677,PASSENGER VEHICLE,,,,
06/02/2016,11:45,MANHATTAN,10035,40.8018664,-73.9413524,"(40.8018664, -73.9413524)",PARK AVENUE,EAST 120 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454404,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,11:44,BROOKLYN,11201,40.6879575,-73.9915083,"(40.6879575, -73.9915083)",DEAN STREET,BOERUM PLACE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3454608,,,,,
06/02/2016,11:40,QUEENS,11435,40.6969357,-73.8035726,"(40.6969357, -73.8035726)",LIBERTY AVENUE,148 STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3454654,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,11:36,MANHATTAN,10040,40.8637619,-73.926146,"(40.8637619, -73.926146)",,,162 DYCKMAN STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454424,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
06/02/2016,11:35,QUEENS,11102,40.7719586,-73.925125,"(40.7719586, -73.925125)",ASTORIA BOULEVARD,22 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3460929,PASSENGER VEHICLE,BICYCLE,,,
06/02/2016,11:35,MANHATTAN,10019,40.770415,-73.9876168,"(40.770415, -73.9876168)",AMSTERDAM AVENUE,WEST 59 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3452997,MOTORCYCLE,PASSENGER VEHICLE,,,
06/02/2016,11:35,,,,,,UNION STREET,BARCLAY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454776,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,11:35,,,,,,PITKIN AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454564,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,11:35,,,,,,37 AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454796,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,11:35,QUEENS,11355,40.7559799,-73.8342633,"(40.7559799, -73.8342633)",,,131-63 41 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454781,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,11:35,BRONX,10454,40.8082617,-73.9188059,"(40.8082617, -73.9188059)",BROOK AVENUE,EAST 139 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3455874,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,11:30,STATEN ISLAND,10310,40.6311688,-74.127598,"(40.6311688, -74.127598)",POST AVENUE,GREENLEAF AVENUE,,5,0,0,0,0,0,5,0,Unspecified,Unspecified,Unspecified,,,3457423,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/02/2016,11:30,,,,,,VANWYCK EXPRESSWAY,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454135,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,11:30,,,,,,CANAL STREET,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454295,PASSENGER VEHICLE,,,,
06/02/2016,9:55,BROOKLYN,11219,40.6311515,-74.0084556,"(40.6311515, -74.0084556)",FORT HAMILTON PARKWAY,64 STREET,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,3455011,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
06/02/2016,9:55,,,,,,FORT HAMILTON PARKWAY,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,3458564,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
06/02/2016,9:50,,,,,,WEST 110 STREET,DOUGLASS BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458422,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,9:50,,,,,,WATER STREET,FULTON STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454288,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,9:50,,,,,,FRANCIS LEWIS BOULEVARD,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454108,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,9:50,,,,,,59 STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454512,PASSENGER VEHICLE,,,,
06/02/2016,9:50,BROOKLYN,11216,40.6783556,-73.9476585,"(40.6783556, -73.9476585)",,,1350 ATLANTIC AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458611,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,9:48,QUEENS,11420,40.6823653,-73.8077727,"(40.6823653, -73.8077727)",LINDEN BOULEVARD,LINCOLN STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3454715,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,9:48,QUEENS,11103,40.7665582,-73.9150445,"(40.7665582, -73.9150445)",,,25-94 37 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459627,PASSENGER VEHICLE,,,,
06/02/2016,9:45,,,,,,,,NORTHERN BOULEVARD,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3456543,PASSENGER VEHICLE,MOTORCYCLE,,,
06/02/2016,9:45,,,,,,KISSENA BOULEVARD,LONG ISLAND EXPRESSWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3456519,PASSENGER VEHICLE,,,,
06/02/2016,9:40,MANHATTAN,10010,40.7375463,-73.984083,"(40.7375463, -73.984083)",EAST 21 STREET,3 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3452897,PASSENGER VEHICLE,BICYCLE,,,
06/02/2016,9:40,,,,,,,BRONX RIVER PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3455395,OTHER,PASSENGER VEHICLE,,,
06/02/2016,9:35,BROOKLYN,11235,40.5916853,-73.9402012,"(40.5916853, -73.9402012)",NOSTRAND AVENUE,AVENUE Y,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3456126,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,20:00,BROOKLYN,11206,40.7103852,-73.9436909,"(40.7103852, -73.9436909)",,,238 GRAHAM AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3453770,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,20:00,BRONX,10451,40.824061,-73.9281412,"(40.824061, -73.9281412)",EAST 153 STREET,RIVER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454444,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
06/02/2016,1:48,BROOKLYN,11229,40.6040288,-73.952294,"(40.6040288, -73.952294)",OCEAN AVENUE,AVENUE S,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3456105,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,1:35,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3453786,PASSENGER VEHICLE,,,,
06/02/2016,1:10,,,,,,,,750 PORT RICHMOND AVENUE,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3454237,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,1:08,BROOKLYN,11208,40.6825385,-73.8708471,"(40.6825385, -73.8708471)",,,303 HEMLOCK STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3453639,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,1:05,QUEENS,11375,40.7180072,-73.8330554,"(40.7180072, -73.8330554)",,,76-22 GRAND CENTRAL PARKWAY,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3454126,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/02/2016,1:00,,,,,,JAMAICA AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3456466,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,19:55,MANHATTAN,10010,40.7425561,-73.9899532,"(40.7425561, -73.9899532)",,,12 WEST 24 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3458988,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/02/2016,19:53,MANHATTAN,10016,40.748302,-73.9783384,"(40.748302, -73.9783384)",LEXINGTON AVENUE,EAST 37 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458998,SMALL COM VEH(4 TIRES),VAN,,,
06/02/2016,19:50,QUEENS,11434,40.666305,-73.7673028,"(40.666305, -73.7673028)",FARMERS BOULEVARD,145 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454698,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,19:47,,,,,,,,EAST 27 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454319,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,19:46,,,,,,E 120 STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454403,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,19:40,QUEENS,11354,40.764002,-73.8089413,"(40.764002, -73.8089413)",,,156-10 NORTHERN BOULEVARD,1,0,1,0,0,0,0,0,Unspecified,,,,,3454788,PASSENGER VEHICLE,,,,
06/02/2016,19:40,STATEN ISLAND,10305,40.5867557,-74.0894036,"(40.5867557, -74.0894036)",CROMWELL AVENUE,LACONIA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454884,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,19:40,MANHATTAN,10013,40.7204364,-74.0066956,"(40.7204364, -74.0066956)",VARICK STREET,BEACH STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454291,PASSENGER VEHICLE,,,,
06/02/2016,19:35,BRONX,10465,40.8232868,-73.8096997,"(40.8232868, -73.8096997)",,,145B EDGEWATER PARK,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3473639,PICK-UP TRUCK,PASSENGER VEHICLE,,,
06/02/2016,19:25,BROOKLYN,11234,40.6240937,-73.9187598,"(40.6240937, -73.9187598)",AVENUE L,EAST 59 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3454495,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/02/2016,19:25,BROOKLYN,11207,40.6833834,-73.9073769,"(40.6833834, -73.9073769)",,,1477 BUSHWICK AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454601,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,19:20,MANHATTAN,10013,40.7190037,-74.0051731,"(40.7190037, -74.0051731)",AVENUE OF THE AMERICAS,WHITE STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3458234,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,19:20,MANHATTAN,10023,40.7754808,-73.9802034,"(40.7754808, -73.9802034)",COLUMBUS AVENUE,WEST 69 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454378,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,19:17,BROOKLYN,11220,40.6341262,-74.0150277,"(40.6341262, -74.0150277)",,,672 65 STREET,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3454525,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,19:15,,,40.7644363,-73.7226787,"(40.7644363, -73.7226787)",,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3454813,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,19:06,BRONX,10472,,,,,,1440      BRONX RIVER AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,3455928,PASSENGER VEHICLE,,,,
06/02/2016,19:05,MANHATTAN,10018,40.7565272,-73.994019,"(40.7565272, -73.994019)",9 AVENUE,WEST 39 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3455301,PASSENGER VEHICLE,,,,
06/02/2016,19:00,,,,,,164 STREET,HILLSIDE AVENUE,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,3454743,AMBULANCE,PASSENGER VEHICLE,,,
06/02/2016,19:00,,,,,,EAST 187 STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454472,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,19:00,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3455936,SMALL COM VEH(4 TIRES),SMALL COM VEH(4 TIRES),,,
06/02/2016,19:00,,,40.7198636,-73.9448493,"(40.7198636, -73.9448493)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454638,PASSENGER VEHICLE,,,,
06/02/2016,19:00,QUEENS,11434,40.6656445,-73.7789516,"(40.6656445, -73.7789516)",ROCKAWAY BOULEVARD,158 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454697,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,19:00,BROOKLYN,11213,40.6637121,-73.9365502,"(40.6637121, -73.9365502)",,,770 EMPIRE BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457037,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,19:00,BROOKLYN,11211,40.7102635,-73.9538556,"(40.7102635, -73.9538556)",KEAP STREET,SOUTH 2 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454628,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,18:54,,,,,,CHMBERS STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454307,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,18:50,BROOKLYN,11233,40.6694768,-73.9199662,"(40.6694768, -73.9199662)",EASTERN PARKWAY,HOWARD AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3454565,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,18:50,MANHATTAN,10018,40.7589235,-73.9996896,"(40.7589235, -73.9996896)",WEST 39 STREET,11 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3455274,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,18:47,BROOKLYN,11201,40.7007342,-73.9897287,"(40.7007342, -73.9897287)",PROSPECT STREET,WASHINGTON STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454610,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2016,18:46,,,40.7666318,-73.8890253,"(40.7666318, -73.8890253)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3455201,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
